id,title,tagline,overview,homepage,release_date,budget,revenue,popularity,runtime,poster_path
315162,Puss in Boots: The Last Wish,Say hola to his little friends.,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",https://www.dreamworks.com/movies/puss-in-boots-the-last-wish,12/21/2022,90000000,208171553,10610.921,103,/1NqwE6LP9IEdOZ57NCT51ftHtWT.jpg
76600,Avatar: The Way of Water,Return to Pandora.,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",https://www.avatar.com/movies/avatar-the-way-of-water,12/16/2022,460000000,1752000000,3427.076,192,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg
899112,Violent Night,You better watch out.,"When a team of mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage, the team isn’t prepared for a surprise combatant: Santa Claus is on the grounds, and he’s about to show why this Nick is no saint.",https://www.violentnightmovie.com,11/30/2022,20000000,73000000,2342.145,112,/1XSYOP0JjjyMz1irihvWywro82r.jpg
536554,M3GAN,Friendship has evolved.,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",https://www.m3ganmovie.com,1/6/2023,12000000,52580135,2199.89,102,/7CNCv9uhqdwK7Fv4bR4nmDysnd9.jpg
436270,Black Adam,The world needed a hero. It got Black Adam.,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",https://www.dc.com/BlackAdam,10/21/2022,200000000,389000000,1922.13,125,/pFlaoHTZeyNkG83vxsAJiGzfSsa.jpg
661374,Glass Onion: A Knives Out Mystery,,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,https://glassonionmovie.com,11/23/2022,40000000,13280000,1719.724,140,/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg
724495,The Woman King,Her reign begins.,"The story of the Agojie, the all-female unit of warriors who protected the African Kingdom of Dahomey in the 1800s with skills and a fierceness unlike anything the world has ever seen, and General Nanisca as she trains the next generation of recruits and readies them for battle against an enemy determined to destroy their way of life.",https://www.thewomanking.movie/,9/16/2022,50000000,91000000,1537.732,135,/438QXt1E3WJWb3PqNniK0tAE5c1.jpg
668482,Roald Dahl's Matilda the Musical,Meet the exception to the rules.,"An extraordinary young girl discovers her superpower and summons the remarkable courage, against all odds, to help others change their stories, whilst also taking charge of her own destiny. Standing up for what's right, she's met with miraculous results.",https://www.sonypictures.co.uk/movies/roald-dahls-matilda-musical,11/25/2022,25000000,13276499,1405.411,117,/ga8R3OiOMMgSvZ4cOj8x7prUNYZ.jpg
676547,Prey for the Devil,It wants in.,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",https://www.preyforthedevil.movie/,10/23/2022,0,37655699,1325.172,93,/w3s6XEDNVGq5LUlghqs6VlvsvL6.jpg
505642,Black Panther: Wakanda Forever,Forever.,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",https://wakandaforevertickets.com,11/11/2022,250000000,820000000,1291.184,162,/sv1xJUazXeYqALzczSZ3O6nkH75.jpg
877269,Strange World,Journey to a place where nothing is as it appears!,"A journey deep into an uncharted and treacherous land, where fantastical creatures await the legendary Clades—a family of explorers whose differences threaten to topple their latest, and by far most crucial, mission.",https://movies.disney.com/strange-world,11/23/2022,180000000,60624918,1009.524,102,/fHMqfsYyl3lskPK2RiFRwhzwuep.jpg
555604,Guillermo del Toro's Pinocchio,Love will give you life.,"During the rise of fascism in Mussolini's Italy, a wooden boy brought magically to life struggles to live up to his father's expectations.",https://www.netflix.com/title/80218455,11/18/2022,35000000,0,970.321,117,/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg
800815,The Pale Blue Eye,Every heart tells a tale.,"West Point, New York, 1830. When a cadet at the burgeoning military academy is found hanged with his heart cut out, the top brass summons former New York City constable Augustus Landor to investigate. While attempting to solve this grisly mystery, the reluctant detective engages the help of one of the cadets: a strange but brilliant young fellow by the name of Edgar Allan Poe",https://www.netflix.com/title/81444818,12/23/2022,72000000,0,893.035,130,/9xkGlFRqrN8btTLU0KQvOfn2PHr.jpg
663712,Terrifier 2,Who's laughing now?,"After being resurrected by a sinister entity, Art the Clown returns to Miles County where he must hunt down and destroy a teenage girl and her younger brother on Halloween night.  As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",http://www.terrifier2themovie.com/,10/6/2022,250000,12400000,847.887,138,/8gLhu8UFPZfH2Hv11JhTZkb9CVl.jpg
551271,Medieval,For honor. For justice. For freedom.,The story of 14th century Czech icon and warlord Jan Zizka who defeated armies of the Teutonic Order and the Holy Roman Empire.,https://theavenue.film/movies/medieval,9/8/2022,23000000,4311284,726.84,126,/eeUNWsdoiOijOZAMaWFDA5Pb1n8.jpg
985939,Fall,Fear reaches new heights.,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",https://www.lionsgate.com/movies/fall,8/11/2022,3000000,16120263,706.552,107,/v28T5F1IygM8vXWZIycfNEm3xcL.jpg
882598,Smile,"Once you see it, it’s too late.","After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain. As an overwhelming terror begins taking over her life, Rose must confront her troubling past in order to survive and escape her horrifying new reality.",https://www.smile.movie/,9/23/2022,17000000,216000000,595.993,115,/aPqcQwu4VGEewPhagWNncDbJ9Xp.jpg
361743,Top Gun: Maverick,Feel the need... The need for speed.,"After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",https://www.topgunmovie.com,5/27/2022,170000000,1488732821,570.183,131,/62HCnUTziyWcpDaBO2i1DX17ljH.jpg
811656,Monstrous,The past can pull you under.,"Laura, traumatized by an abusive relationship, runs away from her former husband with her seven-year-old son Cody. But in their new, idyllic and remote sanctuary, they find they have another, bigger and more terrifying monster to deal with…",,5/13/2022,0,138450,525.299,89,/ec3aX4DyjepEhPkpIUukaBxKpN3.jpg
593643,The Menu,Painstakingly prepared. Brilliantly executed.,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",https://searchlightpictures.com/the-menu,11/18/2022,30000000,73000000,513.58,107,/fPtUgMcLIboqlTlPrq0bQpKK8eq.jpg
830784,"Lyle, Lyle, Crocodile",He knows every scale.,"When the Primm family moves to New York City, their young son Josh struggles to adapt to his new school and new friends. All of that changes when he discovers Lyle — a singing crocodile who loves baths, caviar and great music — living in the attic of his new home. But when Lyle’s existence is threatened by evil neighbor Mr. Grumps, the Primms must band together to show the world that family can come from the most unexpected places.",https://www.lylelylecrocodile.movie/,10/7/2022,50000000,79761937,487.114,106,/irIS5Tn3TXjNi1R9BpWvGAN4CZ1.jpg
634649,Spider-Man: No Way Home,The Multiverse unleashed.,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",https://www.spidermannowayhome.movie,12/15/2021,200000000,1916306995,453.447,148,/uJYYizSuA9Y3DCs0qS4qWvHfZg4.jpg
507086,Jurassic World Dominion,The epic conclusion of the Jurassic era.,"Four years after the destruction of Isla Nublar, Biosyn operatives attempt to track down Maisie Lockwood, while Dr Ellie Sattler investigates a genetically engineered swarm of giant insects.",https://www.jurassicworld.com,6/1/2022,165000000,1001000000,437.291,147,/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg
717728,Jeepers Creepers: Reborn,Evil's Back. For More.,"Forced to travel with her boyfriend to a horror festival, Laine begins to experience disturbing visions associated with the urban legend of The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, she becomes the center of it while something unearthly has been summoned.",https://www.jeeperscreepersreborn.com/,9/19/2022,5000000,5954938,421.578,88,/qVVegwPsW6n9unBtLWq1rzOutka.jpg
829799,Paradise City,,Renegade bounty hunter Ryan Swan must carve his way through the Hawaiian crime world to wreak vengeance on the kingpin who murdered his father.,,11/11/2022,20000000,0,380.695,93,/xdmmd437QdjcCls8yCQxrH5YYM4.jpg
760161,Orphan: First Kill,There's always been something wrong with Esther.,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",,7/27/2022,0,9572765,375.766,99,/pHkKbIRoCe7zIFvqan9LFSaQAde.jpg
718930,Bullet Train,The end of the line is just the beginning.,"Unlucky assassin Ladybug is determined to do his job peacefully after one too many gigs gone off the rails. Fate, however, may have other plans, as Ladybug's latest mission puts him on a collision course with lethal adversaries from around the globe—all with connected, yet conflicting, objectives—on the world's fastest train.",https://www.bullettrainmovie.com,7/3/2022,90000000,239260044,353.853,127,/tVxDe01Zy3kZqaZRNiXFGDICdZk.jpg
438695,Sing 2,Where will your dreams take you?,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",https://www.illumination.com/movie/sing-2/,12/1/2021,85000000,406000000,348.475,110,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg
616037,Thor: Love and Thunder,The one is not the only.,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",https://www.marvel.com/movies/thor-love-and-thunder,7/6/2022,250000000,760928081,346.132,119,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg
760741,Beast,Fight for family.,"A recently widowed man and his two teenage daughters travel to a game reserve in South Africa. However, their journey of healing soon turns into a fight for survival when a bloodthirsty lion starts to stalk them.",https://www.beastmovie.com,8/11/2022,0,56000000,342.311,93,/xIGr7UHsKf0URWmyyd5qFMAq4d8.jpg
675353,Sonic the Hedgehog 2,Welcome to the next level.,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",https://www.sonicthehedgehogmovie.com,4/8/2022,110000000,401800000,337.553,122,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg
438148,Minions: The Rise of Gru,A villain will rise.,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",https://www.minionsmovie.com/,7/1/2022,85000000,939000000,336.414,87,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg
937278,A Man Called Otto,Fall in love with the grumpiest man in America.,"Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",https://www.amancalledotto.movie,12/30/2022,50000000,0,334.693,126,/d7uLLwLsRwwQlTigSBnPj4CU2sP.jpg
568124,Encanto,There's a little magic in all of us ...almost all of us.,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",https://movies.disney.com/encanto,10/13/2021,50000000,253000000,317.17,102,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg
453395,Doctor Strange in the Multiverse of Madness,Enter a new dimension of Strange.,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",https://www.marvel.com/movies/doctor-strange-in-the-multiverse-of-madness,5/4/2022,200000001,964091059,308.737,126,/fwBl3J2aEXru6mrr9Xg8O99Iz2K.jpg
414906,The Batman,Unmask the truth.,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",https://www.thebatman.com,3/1/2022,185000000,770836163,294.04,177,/74xTEgt7R36Fpooo50r9T25onhq.jpg
653851,Devotion,"In America’s forgotten war, they made history.",The harrowing true story of two elite US Navy fighter pilots during the Korean War. Their heroic sacrifices would ultimately make them the Navy's most celebrated wingmen.,https://www.devotion.movie,11/23/2022,90000000,20000000,290.865,139,/26yQPXymbWeCLKwcmyL8dRjAzth.jpg
420634,Terrifier,There is nothing more frightening than a clown after midnight.,"On Halloween night, a young woman finds herself as the obsession of a sadistic murderer known as Art the Clown.",,3/15/2016,100000,0,264.521,84,/6PQqC4SbY910VvyVad6mvsboILU.jpg
481848,The Call of the Wild,Based on the legendary novel,"Buck is a big-hearted dog whose blissful domestic life is turned upside down when he is suddenly uprooted from his California home and transplanted to the exotic wilds of the Yukon during the Gold Rush of the 1890s. As the newest rookie on a mail delivery dog sled team—and later its leader—Buck experiences the adventure of a lifetime, ultimately finding his true place in the world and becoming his own master.",https://family.foxmovies.com/movies/call-of-the-wild,2/19/2020,109000000,111105497,255.618,100,/33VdppGbeNxICrFUtW2WpGHvfYc.jpg
830788,The Invitation,You are cordially invited to a nightmare generations in the making.,"After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",https://www.theinvitation.movie,8/24/2022,10000000,33628000,250.261,105,/jcTq6gIskCsHlKDvCKKouEfiU66.jpg
335787,Uncharted,Fortune favors the bold.,"A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",https://www.unchartedmovie.com,2/10/2022,120000000,401748820,244.252,116,/rJHC1RUORuUhtfNb4Npclx0xnOf.jpg
744276,After Ever Happy,,"As a shocking truth about a couple's families emerges, the two lovers discover they are not so different from each other. Tessa is no longer the sweet, simple, good girl she was when she met Hardin — any more than he is the cruel, moody boy she fell so hard for.",,8/24/2022,0,12467270,239.54,95,/6b7swg6DLqXCO3XUsMnv6RwDMW2.jpg
545611,Everything Everywhere All at Once,The universe is so much bigger than you realize.,"An aging Chinese immigrant is swept up in an insane adventure, where she alone can save what's important to her by connecting with the lives she could have led in other universes.",https://a24films.com/films/everything-everywhere-all-at-once,3/24/2022,25000000,103453032,238.08,140,/w3LxiVYdWWRvEVdn5RYq6jIqkb1.jpg
539681,DC League of Super-Pets,"Sit, stay, save the world.","When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.",https://www.dcleagueofsuperpets.com,7/27/2022,90000000,203000000,237.956,105,/r7XifzvtezNt31ypvsmb6Oqxw49.jpg
760104,X,Dying to show you a good time.,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives. Hilarity ensues.",https://a24films.com/films/x,3/18/2022,10000000,14779858,230.384,106,/woTQx9Q4b8aO13jR9dsj8C9JESy.jpg
756999,The Black Phone,Never talk to strangers.,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",https://www.theblackphonemovie.com/,6/22/2022,17000000,161000000,220.803,103,/lr11mCT85T1JanlgjMuhs9nMht4.jpg
674324,The Banshees of Inisherin,Everything was fine yesterday.,"Two lifelong friends find themselves at an impasse when one abruptly ends their relationship, with alarming consequences for both of them.",https://searchlightpictures.com/films/the-banshees-of-inisherin,10/21/2022,0,19826461,218.582,114,/4yFG6cSPaCaPhyJ1vtGOtMD1lgh.jpg
752623,The Lost City,The adventure is real. The heroes are not.,"Reclusive author Loretta Sage writes about exotic places in her popular adventure novels that feature a handsome cover model named Alan. While on tour promoting her new book with Alan, Loretta gets kidnapped by an eccentric billionaire who hopes she can lead him to the ancient city's lost treasure that featured in her latest story. Alan, determined to prove he can be a hero in real life and not just on the pages of her books, sets off to rescue her.",https://www.thelostcity.movie/,3/24/2022,74000000,190844029,203.682,112,/neMZH82Stu91d3iqvLdNQfqPPyl.jpg
639933,The Northman,Conquer your fate.,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",https://www.focusfeatures.com/the-northman,4/7/2022,70000000,69633110,203.399,137,/aSSJMnHknzKjlZ6zybwD7eyJ4Po.jpg
580489,Venom: Let There Be Carnage,,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",https://www.venom.movie,9/30/2021,110000000,506863592,201.776,97,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg
818397,Memory,His mind is fading. His conscience is clear.,"Alex, an assassin-for-hire, finds that he's become a target after he refuses to complete a job for a dangerous criminal organization. With the crime syndicate and FBI in hot pursuit, Alex has the skills to stay ahead, except for one thing: he is struggling with severe memory loss, affecting his every move. Alex must question his every action and whom he can ultimately trust.",https://www.memorymov.com/,4/28/2022,0,11300000,199.45,114,/4Q1n3TwieoULnuaztu9aFjqHDTI.jpg
924482,The Ledge,Don't lose your grip.,"A rock climbing adventure between two friends turns into a terrifying nightmare. After Kelly captures the murder of her best friend on camera, she becomes the next target of a tight knit group of friends who will stop at nothing to destroy the evidence and anyone in their way.",,2/18/2022,2500000,0,190.311,86,/S99eCSnRFfeZJmDaIGIZF58H7w.jpg
338953,Fantastic Beasts: The Secrets of Dumbledore,Return to the magic.,"Professor Albus Dumbledore knows the powerful, dark wizard Gellert Grindelwald is moving to seize control of the wizarding world. Unable to stop him alone, he entrusts magizoologist Newt Scamander to lead an intrepid team of wizards and witches. They soon encounter an array of old and new beasts as they clash with Grindelwald's growing legion of followers.",https://www.fantasticbeasts.com,4/6/2022,200000000,405161334,189.701,142,/jrgifaYeUtTnaH7NF5Drkgjg2MB.jpg
299536,Avengers: Infinity War,An entire universe. Once and for all.,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",https://www.marvel.com/movies/avengers-infinity-war,4/25/2018,300000000,2046239637,188.848,149,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg
807356,Watcher,Evil wants to be seen.,"As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",http://watchermovie.com,6/3/2022,0,2667033,185.489,96,/kKH4S0eiyYy8xfcTEHV9N16u2Q7.jpg
744594,White Noise,You can’t hear it if it's everywhere.,"Jack Gladney, professor of Hitler studies at The-College-on-the-Hill, husband to Babette, and father to four children/stepchildren, is torn asunder by a chemical spill from a rail car that releases an ""Airborne Toxic Event"" forcing Jack to confront his biggest fear - his own mortality.",https://whitenoise-movie.com,11/25/2022,100000000,71476,176.535,136,/1a48bfLQm57ByADdw05uRMoFCZc.jpg
324786,Hacksaw Ridge,One of the greatest heroes in American history never fired a bullet.,"WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",https://www.lionsgate.com/movies/hacksaw-ridge,10/7/2016,40000000,175302354,174.352,139,/jhWbYeUNOA5zAb6ufK6pXQFXqTX.jpg
836225,The Exorcism of God,God and the Devil cannot exist in the same body.,"An American priest working in Mexico is considered a saint by many local parishioners. However, due to a botched exorcism, he carries a secret that’s eating him alive until he gets an opportunity to face his demon one final time.",,3/11/2022,1500000,0,171.766,98,/9X9wKbF0ED1AQpgIkvq0MG4Y4wi.jpg
629542,The Bad Guys,Good is no fun at all.,"When the Bad Guys, a crew of criminal animals, are finally caught after years of heists and being the world’s most-wanted villains, Mr. Wolf brokers a deal to save them all from prison.",https://www.dreamworks.com/movies/the-bad-guys,3/17/2022,80000000,248000000,171.421,100,/7qop80YfuO0BwJa1uXk1DXUUEwv.jpg
791177,Bones and All,,"Abandoned by her father, a young woman embarks on a thousand-mile odyssey through the backroads of America where she meets a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",https://www.bonesandallfilm.net/,11/18/2022,18000000,14134907,169.164,131,/qxpUTpl8Udu5ZOF6InkjdOzSvyw.jpg
477462,The Twin,Evil only a mother could love.,"Every parent's worst nightmare is just the beginning for Rachel's ordeal as in the aftermath of a tragic accident, she and her husband Anthony decide to move to the other side of the world to focus on their surviving twin son Elliot.  What begins as a time of healing and isolation in the Finnish countryside turns into a desperate battle for the very soul of their son as an entity claiming to be his dead twin brother takes over Elliot — setting Rachel on a diabolical journey to unravel the horrible truth about her twin son.",,4/6/2022,2620000,492000,167.671,109,/uUUSkKQEptTHjYejxzaT5TVkiAG.jpg
566525,Shang-Chi and the Legend of the Ten Rings,You can't outrun your destiny.,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,https://www.marvel.com/movies/shang-chi-and-the-legend-of-the-ten-rings,9/1/2021,150000000,432243292,166.919,132,/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg
804095,The Fabelmans,Capture every moment.,"Growing up in post-World War II era Arizona, young Sammy Fabelman aspires to become a filmmaker as he reaches adolescence, but soon discovers a shattering family secret and explores how the power of films can help him see the truth.",https://www.thefabelmans.movie,11/11/2022,40000000,17103946,165.064,151,/xId9zoiv5WPQOuxqykUDrlpmrUz.jpg
284054,Black Panther,Long live the king.,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",https://www.marvel.com/movies/black-panther,2/13/2018,200000000,1347597973,162.299,135,/uxzzxijgPIY7slzFvMotPv8wjKA.jpg
718789,Lightyear,Infinity awaits.,Legendary Space Ranger Buzz Lightyear embarks on an intergalactic adventure alongside a group of ambitious recruits and his robot companion Sox.,https://movies.disney.com/lightyear,6/15/2022,200000000,226400000,162.259,105,/ox4goZd956BxqJH6iLwhWPL9ct4.jpg
526896,Morbius,A new Marvel legend arrives.,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",https://www.morbius.movie/,3/30/2022,75000000,161000000,162.134,105,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg
406759,Moonfall,Humanity will face the dark side of the Moon.,A mysterious force knocks the moon from its orbit around Earth and sends it hurtling on a collision course with life as we know it.,https://moonfall.movie,2/3/2022,146000000,59100000,160.761,130,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg
616820,Halloween Ends,"This Halloween, their saga ends.","Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",https://www.halloweenmovie.com,10/12/2022,20000000,103000000,153.747,111,/yoAKHpveZ4Z1wwwXoD31dXj3H8s.jpg
780609,Men,What haunts you will find you.,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",https://a24films.com/films/men,5/20/2022,0,7168717,152.953,100,/jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg
614934,Elvis,The Man. The Legend. The King of Rock & Roll.,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",https://elvis.warnerbros.com,6/22/2022,85000000,286000000,151.284,159,/qBOKWqAFbveZ4ryjJJwbie6tXkQ.jpg
615777,Babylon,Always make a scene.,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films and to sound films in the late 1920s.",https://www.babylonmovie.com/,12/23/2022,78000000,14343438,150.735,189,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg
337404,Cruella,Hello Cruel World,"In 1970s London amidst the punk rock revolution, a young grifter named Estella is determined to make a name for herself with her designs. She befriends a pair of young thieves who appreciate her appetite for mischief, and together they are able to build a life for themselves on the London streets. One day, Estella’s flair for fashion catches the eye of the Baroness von Hellman, a fashion legend who is devastatingly chic and terrifyingly haute. But their relationship sets in motion a course of events and revelations that will cause Estella to embrace her wicked side and become the raucous, fashionable and revenge-bent Cruella.",https://movies.disney.com/cruella,5/26/2021,200000000,233503234,146.88,134,/wToO8opxkGwKgSfJ1JK8tGvkG6U.jpg
459151,The Boss Baby: Family Business,Playtime is over.,The Templeton brothers — Tim and his Boss Baby little bro Ted — have become adults and drifted away from each other. But a new boss baby with a cutting-edge approach and a can-do attitude is about to bring them together again … and inspire a new family business.,https://www.dreamworks.com/movies/the-boss-baby-2,7/1/2021,82000000,146745280,146.326,107,/kv2Qk9MKFFQo4WQPaYta599HkJP.jpg
460465,Mortal Kombat,Get over here.,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",https://www.mortalkombatmovie.net,4/7/2021,20000000,83601013,146.136,110,/6Wdl9N6dL0Hi0T1qJLWSz6gMLbd.jpg
646385,Scream,It's always someone you know.,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",https://www.paramountmovies.com/movies/scream,1/12/2022,24000000,140041405,145.138,114,/1m3W6cpgwuIyjtg5nSnPx7yFkXW.jpg
